userID,name,slot1,slotfav1,slot2,slotfav2,slot3,slotfav3,slot4,slotfav4,slot5,slotfav5,slot6,slotfav6,slot7,slotfav7,slot8,slotfav8,slot9,slotfav9,slot10,slotfav10,slot11,slotfav11,slot12,slotfav12,slot13,slotfav13,slot14,slotfav14,slot15,slotfav15,slot16,slotfav16,slot17,slotfav17,slot18,slotfav18,slot19,slotfav19,slot20,slotfav20,slot21,slotfav21,slot22,slotfav22,slot23,slotfav23,slot24,slotfav24,slot25,slotfav25,slot26,slotfav26,slot27,slotfav27,slot28,slotfav28,slot29,slotfav29,slot30,slotfav30,slot31,slotfav31,slot32,slotfav32,slot33,slotfav33,slot34,slotfav34,slot35,slotfav35,slot36,slotfav36,slot37,slotfav37,slot38,slotfav38,slot39,slotfav39,slot40,slotfav40,slot41,slotfav41,slot42,slotfav42,slot43,slotfav43,slot44,slotfav44,slot45,slotfav45,slot46,slotfav46,slot47,slotfav47,slot48,slotfav48,slot49,slotfav49,slot50,slotfav50
154662042513440768,Dinhjason,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
